Country,Code,Year,Homicide_Count,Homicide_Rate
Liechtenstein,LIE,2002,0.0,0.0
Liechtenstein,LIE,2003,0.0,0.0
Liechtenstein,LIE,2004,1.0,2.915452
Liechtenstein,LIE,2007,0.0,0.0
Liechtenstein,LIE,2008,1.0,2.8248188
Liechtenstein,LIE,2009,0.0,0.0
Liechtenstein,LIE,2010,1.0,2.7834995
Liechtenstein,LIE,2011,0.0,0.0
Liechtenstein,LIE,2012,0.0,0.0
Liechtenstein,LIE,2013,0.0,0.0
Liechtenstein,LIE,2014,1.0,2.695672
Liechtenstein,LIE,2015,0.0,0.0
Liechtenstein,LIE,2016,0.0,0.0
Liechtenstein,LIE,2017,1.0,2.6393232
Liechtenstein,LIE,2018,1.0,2.6191037
Liechtenstein,LIE,2019,1.0,2.5986176
Liechtenstein,LIE,2020,1.0,2.5802457
Liechtenstein,LIE,2021,2.0,5.1230164
Lithuania,LTU,1990,180.0,4.7545505
Lithuania,LTU,1991,214.0,5.6413393
Lithuania,LTU,1992,266.0,7.0078535
Lithuania,LTU,1993,416.0,10.980519
Lithuania,LTU,1994,465.0,12.332725
Lithuania,LTU,1995,502.0,13.396428
Lithuania,LTU,1996,405.0,10.881183
Lithuania,LTU,1997,391.0,10.582167
Lithuania,LTU,1998,311.0,8.484493
Lithuania,LTU,1999,309.0,8.503158
Lithuania,LTU,2000,370.0,10.278815
Lithuania,LTU,2001,353.0,9.915335
Lithuania,LTU,2002,293.0,8.33381
Lithuania,LTU,2004,343.0,10.021647
Lithuania,LTU,2005,372.0,11.027016
Lithuania,LTU,2006,288.0,8.667046
Lithuania,LTU,2007,277.0,8.46469
Lithuania,LTU,2008,298.0,9.242094
Lithuania,LTU,2009,252.0,7.9233346
Lithuania,LTU,2010,219.0,6.976703
Lithuania,LTU,2011,211.0,6.806896
Lithuania,LTU,2012,202.0,6.5941076
Lithuania,LTU,2013,198.0,6.5385604
Lithuania,LTU,2014,159.0,5.3089767
Lithuania,LTU,2015,172.0,5.80343
Lithuania,LTU,2016,153.0,5.2153044
Lithuania,LTU,2017,100.0,3.4429927
Lithuania,LTU,2018,92.0,3.1987455
Lithuania,LTU,2019,94.0,3.299307
Lithuania,LTU,2020,101.0,3.5812218
Lithuania,LTU,2021,72.0,2.5837471
Luxembourg,LUX,1994,6.0,1.4923759
Luxembourg,LUX,1995,2.0,0.4906344
Luxembourg,LUX,1996,4.0,0.9680507
Luxembourg,LUX,1997,4.0,0.9559967
Luxembourg,LUX,1998,4.0,0.94434613
Luxembourg,LUX,1999,6.0,1.3974662
Luxembourg,LUX,2000,4.0,0.9182146
Luxembourg,LUX,2001,9.0,2.0396624
Luxembourg,LUX,2002,6.0,1.3455554
Luxembourg,LUX,2003,3.0,0.66467047
Luxembourg,LUX,2004,2.0,0.43688297
Luxembourg,LUX,2005,4.0,0.86047506
Luxembourg,LUX,2006,7.0,1.4817841
Luxembourg,LUX,2007,7.0,1.458733
Luxembourg,LUX,2008,8.0,1.6372122
Luxembourg,LUX,2009,5.0,1.0042822
Luxembourg,LUX,2010,10.0,1.9721162
Luxembourg,LUX,2011,4.0,0.7718938
Luxembourg,LUX,2012,0.0,0.0
Luxembourg,LUX,2013,1.0,0.18413985
Luxembourg,LUX,2014,4.0,0.71933454
Luxembourg,LUX,2015,5.0,0.87810576
Luxembourg,LUX,2016,5.0,0.8571169
Luxembourg,LUX,2017,2.0,0.3354115
Luxembourg,LUX,2018,3.0,0.49349168
Luxembourg,LUX,2019,4.0,0.6451894
Luxembourg,LUX,2020,3.0,0.4758887
Luxembourg,LUX,2021,4.0,0.6256638
Macao,MAC,1991,12.0,3.311345
Macao,MAC,1992,3.0,0.80565137
Macao,MAC,1993,12.0,3.1519847
Macao,MAC,1994,13.0,3.3437977
Macao,MAC,1995,8.0,2.0169373
Macao,MAC,1996,17.0,4.2048297
Macao,MAC,1997,30.0,7.286868
Macao,MAC,1998,24.0,5.7309875
Macao,MAC,1999,37.0,8.695284
Macao,MAC,2000,10.0,2.3153749
Macao,MAC,2001,8.0,1.8218172
Macao,MAC,2002,2.0,0.44477555
Macao,MAC,2003,8.0,1.7296063
Macao,MAC,2004,4.0,0.84116757
Macao,MAC,2005,4.0,0.81863374
Macao,MAC,2006,10.0,1.9925777
Macao,MAC,2007,6.0,1.1643025
Macao,MAC,2008,4.0,0.7560886
Macao,MAC,2009,5.0,0.9207747
Macao,MAC,2010,2.0,0.35887507
Macao,MAC,2011,4.0,0.7005217
Macao,MAC,2012,4.0,0.6863813
Macao,MAC,2013,1.0,0.16852792
Macao,MAC,2014,1.0,0.16551715
Macao,MAC,2015,1.0,0.16253845
Macao,MAC,2016,1.0,0.1595689
Macao,MAC,2017,2.0,0.31318069
Macao,MAC,2018,2.0,0.30722392
Macao,MAC,2019,2.0,0.30136254
Macao,MAC,2020,2.0,0.2957342
Macao,MAC,2021,3.0,0.43693116
Malawi,MWI,2000,700.0,6.233644
Malawi,MWI,2001,900.0,7.826891
Malawi,MWI,2002,567.0,4.8114057
Malawi,MWI,2003,300.0,2.4818072
Malawi,MWI,2004,411.0,3.3114872
Malawi,MWI,2005,200.0,1.5679328
Malawi,MWI,2006,821.0,6.25843
Malawi,MWI,2007,690.0,5.112829
Malawi,MWI,2008,780.0,5.615784
Malawi,MWI,2009,320.0,2.2379293
Malawi,MWI,2010,520.0,3.5329876
Malawi,MWI,2011,343.0,2.2646103
Malawi,MWI,2012,279.0,1.7906137
Malaysia,MYS,1990,313.0,1.7868301
Malaysia,MYS,1991,384.0,2.1312654
Malaysia,MYS,1992,366.0,1.9755263
Malaysia,MYS,1993,360.0,1.8897561
Malaysia,MYS,1994,336.0,1.7152743
Malaysia,MYS,1995,396.0,1.9665402
Malaysia,MYS,1996,447.0,2.1605632
Malaysia,MYS,1997,540.0,2.5412748
Malaysia,MYS,1998,629.0,2.8839264
Malaysia,MYS,1999,588.0,2.6286786
Malaysia,MYS,2000,551.0,2.4013789
Malaysia,MYS,2001,517.0,2.1960268
Malaysia,MYS,2002,565.0,2.3402767
Malaysia,MYS,2003,565.0,2.2838054
Malaysia,MYS,2004,497.0,1.9618487
Malaysia,MYS,2005,604.0,2.329929
Malaysia,MYS,2006,588.0,2.21808
Malaysia,MYS,2007,652.0,2.406561
Malaysia,MYS,2008,597.0,2.1580162
Malaysia,MYS,2009,561.0,1.9881488
Malaysia,MYS,2010,540.0,1.8803715
Malaysia,MYS,2011,530.0,1.8160553
Malaysia,MYS,2012,602.0,2.0296552
Malaysia,MYS,2013,627.0,2.0806503
Malaysia,MYS,2014,510.0,1.666315
Malaysia,MYS,2015,498.0,1.6028925
Malaysia,MYS,2016,456.0,1.446406
Malaysia,MYS,2017,379.0,1.1852711
Malaysia,MYS,2018,323.0,0.996936
Malaysia,MYS,2019,310.0,0.94500613
Malaysia,MYS,2020,253.0,0.76204836
Malaysia,MYS,2021,243.0,0.72377706
Maldives,MDV,1990,1.0,0.44452938
Maldives,MDV,1995,2.0,0.77456933
Maldives,MDV,1997,6.0,2.2301517
Maldives,MDV,2001,7.0,2.4362783
Maldives,MDV,2002,8.0,2.7370687
Maldives,MDV,2007,3.0,0.9227192
Maldives,MDV,2008,5.0,1.4841948
Maldives,MDV,2009,6.0,1.7190155
Maldives,MDV,2010,6.0,1.659409
Maldives,MDV,2011,3.0,0.8011954
Maldives,MDV,2012,10.0,2.580382
Maldives,MDV,2013,3.0,0.7486375
Maldives,MDV,2015,4.0,0.9183116
Maldives,MDV,2016,18.0,3.962554
Maldives,MDV,2017,34.0,7.1966505
Maldives,MDV,2019,3.0,0.59463876
Malta,MLT,1990,4.0,1.0947162
Malta,MLT,1991,3.0,0.813737
Malta,MLT,1992,6.0,1.6134259
Malta,MLT,1993,7.0,1.8654653
Malta,MLT,1994,3.0,0.79247046
Malta,MLT,1998,5.0,1.2739421
Malta,MLT,1999,10.0,2.5253642
Malta,MLT,2000,4.0,1.0019752
Malta,MLT,2001,6.0,1.4919751
Malta,MLT,2002,6.0,1.4825852
Malta,MLT,2004,7.0,1.7123351
Malta,MLT,2005,4.0,0.97511506
Malta,MLT,2006,0.0,0.0
Malta,MLT,2007,4.0,0.9706829
Malta,MLT,2008,6.0,1.4513736
Malta,MLT,2009,4.0,0.96269554
Malta,MLT,2010,4.0,0.9552125
Malta,MLT,2011,3.0,0.7082638
Malta,MLT,2012,12.0,2.7913015
Malta,MLT,2013,7.0,1.5999086
Malta,MLT,2014,6.0,1.3439626
Malta,MLT,2015,4.0,0.8760815
Malta,MLT,2016,5.0,1.06905
Malta,MLT,2017,8.0,1.6684151
Malta,MLT,2018,8.0,1.6273856
Malta,MLT,2019,5.0,0.9927835
Malta,MLT,2020,7.0,1.3582791
Malta,MLT,2021,2.0,0.3796882
Marshall Islands,MHL,1991,5.0,10.626202
Marshall Islands,MHL,1992,2.0,4.165365
Marshall Islands,MHL,1994,2.0,4.0128813
Martinique,MTQ,2004,19.0,4.632621
Martinique,MTQ,2005,19.0,4.74561
Martinique,MTQ,2006,23.0,5.814674
Martinique,MTQ,2007,23.0,5.810722
Martinique,MTQ,2008,17.0,4.2986393
Martinique,MTQ,2009,11.0,2.7903626
Mauritania,MRT,2018,53.0,1.241011
Mauritania,MRT,2019,48.0,1.0949284
Mauritania,MRT,2020,46.0,1.0225395
Mauritius,MUS,1990,20.0,1.8343743
Mauritius,MUS,1991,29.0,2.6261942
Mauritius,MUS,1992,31.0,2.7710388
Mauritius,MUS,1993,21.0,1.8530742
Mauritius,MUS,1994,27.0,2.3536365
Mauritius,MUS,1995,25.0,2.154787
Mauritius,MUS,1996,34.0,2.899683
Mauritius,MUS,1997,24.0,2.0265872
Mauritius,MUS,1998,31.0,2.5944028
Mauritius,MUS,1999,23.0,1.9080597
Mauritius,MUS,2000,26.0,2.1382802
Mauritius,MUS,2009,38.0,2.9690573
Mauritius,MUS,2010,33.0,2.5714352
Mauritius,MUS,2011,32.0,2.4878802
Mauritius,MUS,2012,28.0,2.1726573
Mauritius,MUS,2013,35.0,2.7117248
Mauritius,MUS,2014,19.0,1.4704591
Mauritius,MUS,2015,21.0,1.6239377
Mauritius,MUS,2016,21.0,1.6229864
Mauritius,MUS,2017,33.0,2.5487733
Mauritius,MUS,2018,37.0,2.8563013
Mauritius,MUS,2019,27.0,2.082885
Mauritius,MUS,2020,35.0,2.6968145
Mauritius,MUS,2021,34.0,2.6175704
Mayotte,MYT,2007,27.0,13.8030815
Mayotte,MYT,2008,5.0,2.4877417
Mayotte,MYT,2009,12.0,5.8157005
Melanesia (UN),,2000,514.75116,7.16485
Melanesia (UN),,2001,486.2464,6.5680356
Melanesia (UN),,2002,520.632,6.82727
Melanesia (UN),,2003,662.55707,8.43759
Melanesia (UN),,2004,658.735,8.149921
Melanesia (UN),,2005,661.3161,7.9523335
Melanesia (UN),,2006,664.46466,7.76853
Melanesia (UN),,2007,580.50024,6.601061
Melanesia (UN),,2008,651.5371,7.209065
Melanesia (UN),,2009,755.0105,8.131709
Melanesia (UN),,2010,762.64935,7.9978237
Melanesia (UN),,2011,764.07935,7.807635
Melanesia (UN),,2012,786.285,7.8362203
Melanesia (UN),,2013,807.23065,7.8513894
Melanesia (UN),,2014,829.9464,7.883369
Melanesia (UN),,2015,851.43353,7.9044995
Melanesia (UN),,2016,872.6573,7.9241652
Melanesia (UN),,2017,893.64655,7.942087
Melanesia (UN),,2018,914.4309,7.958736
Melanesia (UN),,2019,935.033,7.9742045
Melanesia (UN),,2020,954.0579,7.977513
Melanesia (UN),,2021,973.48157,7.986667
Mexico,MEX,1990,14493.0,17.734856
Mexico,MEX,1991,15128.0,18.149622
Mexico,MEX,1992,16594.0,19.523924
Mexico,MEX,1993,16040.0,18.511583
Mexico,MEX,1994,15839.0,17.934782
Mexico,MEX,1995,15612.0,17.352533
Mexico,MEX,1996,14505.0,15.837478
Mexico,MEX,1997,13552.0,14.54341
Mexico,MEX,1998,13656.0,14.410036
Mexico,MEX,1999,12249.0,12.71503
Mexico,MEX,2000,10737.0,10.970289
Mexico,MEX,2001,10285.0,10.347677
Mexico,MEX,2002,10088.0,9.9963255
Mexico,MEX,2003,10087.0,9.847764
Mexico,MEX,2004,9329.0,8.974869
Mexico,MEX,2005,9921.0,9.408928
Mexico,MEX,2006,10452.0,9.77857
Mexico,MEX,2007,8867.0,8.187218
Mexico,MEX,2008,14006.0,12.769354
Mexico,MEX,2009,19803.0,17.8326
Mexico,MEX,2010,25757.0,22.88852
Mexico,MEX,2011,27213.0,23.839584
Mexico,MEX,2012,25967.0,22.432549
Mexico,MEX,2013,23063.0,19.663113
Mexico,MEX,2014,20010.0,16.849691
Mexico,MEX,2015,20762.0,17.28008
Mexico,MEX,2016,24559.0,20.209972
Mexico,MEX,2017,32079.0,26.114616
Mexico,MEX,2018,36685.0,29.581371
Mexico,MEX,2019,36661.0,29.308798
Mexico,MEX,2020,36773.0,29.185314
Mexico,MEX,2021,35700.0,28.175653
Micronesia (UN),,2000,13.813869,2.6292775
Micronesia (UN),,2001,20.58299,3.8976588
Micronesia (UN),,2002,15.120666,2.859357
Micronesia (UN),,2003,21.653175,4.09454
Micronesia (UN),,2004,22.731504,4.3032413
Micronesia (UN),,2005,21.055193,3.9949517
Micronesia (UN),,2006,25.366322,4.8294773
Micronesia (UN),,2007,15.138122,2.8944008
Micronesia (UN),,2008,15.710277,3.0177946
Micronesia (UN),,2009,13.880095,2.6787715
Micronesia (UN),,2010,14.507024,2.807247
Micronesia (UN),,2011,22.40784,4.3306828
Micronesia (UN),,2012,19.317678,3.7207158
Micronesia (UN),,2013,19.421207,3.7279189
Micronesia (UN),,2014,19.514433,3.7343729
Micronesia (UN),,2015,19.614794,3.7429314
Micronesia (UN),,2016,16.67903,3.1739383
Micronesia (UN),,2017,16.707071,3.171224
Micronesia (UN),,2018,17.981504,3.4059107
Micronesia (UN),,2019,22.183985,4.194537
Micronesia (UN),,2020,22.1893,4.1780834
Micronesia (UN),,2021,20.04285,3.749088
Micronesia (country),FSM,2019,1.0,0.89783937
Moldova,MDA,1990,290.0,6.4729276
Moldova,MDA,1991,290.0,6.4574633
Moldova,MDA,1992,499.0,11.101465
Moldova,MDA,1993,387.0,8.612078
Moldova,MDA,1994,401.0,8.945886
Moldova,MDA,1995,402.0,9.010964
Moldova,MDA,1996,400.0,9.028948
Moldova,MDA,1997,414.0,9.42239
Moldova,MDA,1998,375.0,8.613691
Moldova,MDA,1999,391.0,9.084704
Moldova,MDA,2000,433.0,10.184465
Moldova,MDA,2001,411.0,9.784547
Moldova,MDA,2002,401.0,9.668144
Moldova,MDA,2003,319.0,7.791925
Moldova,MDA,2004,277.0,6.844584
Moldova,MDA,2005,296.0,7.3974442
Moldova,MDA,2006,262.0,6.6451116
Moldova,MDA,2007,217.0,5.5973377
Moldova,MDA,2008,236.0,6.1902905
Moldova,MDA,2009,246.0,6.560888
Moldova,MDA,2010,265.0,7.2046385
Moldova,MDA,2011,216.0,6.0081334
Moldova,MDA,2012,229.0,6.529443
Moldova,MDA,2013,229.0,6.7027063
Moldova,MDA,2014,161.0,4.822761
Moldova,MDA,2015,189.0,5.7667875
Moldova,MDA,2016,200.0,6.201314
Moldova,MDA,2017,141.0,4.4332566
Moldova,MDA,2018,166.0,5.283533
Moldova,MDA,2019,121.0,3.8913121
Moldova,MDA,2020,93.0,3.0147362
Monaco,MCO,2001,1.0,3.0822816
Monaco,MCO,2007,0.0,0.0
Monaco,MCO,2008,0.0,0.0
Mongolia,MNG,2003,343.0,13.630294
Mongolia,MNG,2004,333.0,13.1208315
Mongolia,MNG,2005,398.0,15.551401
Mongolia,MNG,2006,336.0,13.01699
Mongolia,MNG,2007,295.0,11.321582
Mongolia,MNG,2008,212.0,8.048939
Mongolia,MNG,2009,219.0,8.212358
Mongolia,MNG,2010,239.0,8.843597
Mongolia,MNG,2011,266.0,9.694098
Mongolia,MNG,2012,199.0,7.1266165
Mongolia,MNG,2013,208.0,7.3106775
Mongolia,MNG,2014,213.0,7.337686
Mongolia,MNG,2015,214.0,7.21815
Mongolia,MNG,2016,184.0,6.0735
Mongolia,MNG,2017,191.0,6.169192
Mongolia,MNG,2018,196.0,6.194708
Mongolia,MNG,2019,205.0,6.341979
Mongolia,MNG,2020,205.0,6.2228036
Mongolia,MNG,2021,206.0,6.153327
Montenegro,MNE,2002,27.0,4.2671757
Montenegro,MNE,2007,12.0,1.898967
Montenegro,MNE,2008,24.0,3.8006766
Montenegro,MNE,2009,21.0,3.327091
Montenegro,MNE,2010,15.0,2.3770134
Montenegro,MNE,2011,21.0,3.3238997
Montenegro,MNE,2012,17.0,2.6854098
Montenegro,MNE,2013,10.0,1.5774226
Montenegro,MNE,2014,20.0,3.1531096
Montenegro,MNE,2015,17.0,2.6815298
Montenegro,MNE,2016,28.0,4.4215403
Montenegro,MNE,2017,15.0,2.371774
Montenegro,MNE,2018,14.0,2.2171035
Montenegro,MNE,2019,23.0,3.6485002
Montenegro,MNE,2020,18.0,2.861469
Montenegro,MNE,2021,15.0,2.3890734
Montserrat,MSR,1990,0.0,0.0
Montserrat,MSR,1991,0.0,0.0
Montserrat,MSR,1992,2.0,19.786308
Montserrat,MSR,1993,0.0,0.0
Montserrat,MSR,1994,1.0,11.16196
Montserrat,MSR,1995,0.0,0.0
Montserrat,MSR,1996,1.0,12.960923
Montserrat,MSR,1997,0.0,0.0
Montserrat,MSR,1998,1.0,15.603058
Montserrat,MSR,1999,0.0,0.0
Montserrat,MSR,2000,0.0,0.0
Montserrat,MSR,2001,0.0,0.0
Montserrat,MSR,2002,0.0,0.0
Montserrat,MSR,2003,0.0,0.0
Montserrat,MSR,2004,0.0,0.0
Montserrat,MSR,2005,1.0,21.308332
Montserrat,MSR,2006,1.0,21.134947
Montserrat,MSR,2008,1.0,20.774904
Montserrat,MSR,2012,1.0,20.100502
Montserrat,MSR,2017,0.0,0.0
Montserrat,MSR,2018,0.0,0.0
Morocco,MAR,1990,89.0,0.36221838
Morocco,MAR,1991,124.0,0.49623656
Morocco,MAR,1992,132.0,0.5196712
Morocco,MAR,1993,148.0,0.57349277
Morocco,MAR,1994,184.0,0.7022485
Morocco,MAR,1997,732.0,2.671814
Morocco,MAR,1998,556.0,2.0005884
Morocco,MAR,1999,540.0,1.9164569
Morocco,MAR,2000,461.0,1.6144613
Morocco,MAR,2001,543.0,1.8769381
Morocco,MAR,2002,462.0,1.576694
Morocco,MAR,2003,510.0,1.7194139
Morocco,MAR,2004,470.0,1.5649388
Morocco,MAR,2005,469.0,1.5411459
Morocco,MAR,2006,498.0,1.6151514
Morocco,MAR,2007,517.0,1.6553199
Morocco,MAR,2008,426.0,1.3466102
Morocco,MAR,2009,432.0,1.3481935
Morocco,MAR,2010,451.0,1.3891941
Morocco,MAR,2011,441.0,1.3402748
Morocco,MAR,2012,383.0,1.1483511
Morocco,MAR,2013,429.0,1.2690983
Morocco,MAR,2014,355.0,1.0365386
Morocco,MAR,2015,431.0,1.2427748
Morocco,MAR,2016,594.0,1.6919576
Morocco,MAR,2017,761.0,2.1419656
Morocco,MAR,2018,510.0,1.419525
Morocco,MAR,2019,627.0,1.7270631
Morocco,MAR,2020,458.0,1.2483383
Morocco,MAR,2021,716.0,1.9311379
Mozambique,MOZ,2001,1100.0,6.037084
Mozambique,MOZ,2002,1040.0,5.5630007
Mozambique,MOZ,2003,1044.0,5.4412537
Mozambique,MOZ,2004,1130.0,5.7376685
Mozambique,MOZ,2005,1089.0,5.3881245
Mozambique,MOZ,2006,894.0,4.311346
Mozambique,MOZ,2007,849.0,3.9895654
Mozambique,MOZ,2008,995.0,4.554699
Mozambique,MOZ,2009,823.0,3.668104
Mozambique,MOZ,2010,875.0,3.7921925
Mozambique,MOZ,2011,849.0,3.573169
Myanmar,MMR,1990,2046.0,5.102301
Myanmar,MMR,1995,1613.0,3.7616441
Myanmar,MMR,2000,1041.0,2.2859862
Myanmar,MMR,2001,916.0,1.9906627
Myanmar,MMR,2002,814.0,1.7512822
Myanmar,MMR,2003,764.0,1.6281545
Myanmar,MMR,2004,743.0,1.5695487
Myanmar,MMR,2005,676.0,1.4164641
Myanmar,MMR,2006,777.0,1.6157784
Myanmar,MMR,2007,749.0,1.5460626
Myanmar,MMR,2008,791.0,1.6232471
Myanmar,MMR,2009,879.0,1.793298
Myanmar,MMR,2010,801.0,1.6217533
Myanmar,MMR,2011,1055.0,2.118707
Myanmar,MMR,2012,1436.0,2.8595219
Myanmar,MMR,2013,1238.0,2.4443054
Myanmar,MMR,2014,1230.0,2.408344
Myanmar,MMR,2015,1302.0,2.5289435
Myanmar,MMR,2016,1339.0,2.5803418
Myanmar,MMR,2017,1392.0,2.6621614
Myanmar,MMR,2018,1452.0,2.7569962
Myanmar,MMR,2019,1519.0,2.863865
Myanmar,MMR,2020,1571.0,2.94067
Myanmar,MMR,2021,15299.0,28.437815
Namibia,NAM,1995,373.0,23.234512
Namibia,NAM,1996,353.0,21.393078
Namibia,NAM,1997,327.0,19.312065
Namibia,NAM,1998,407.0,23.445335
Namibia,NAM,1999,379.0,21.31276
Namibia,NAM,2000,380.0,20.88898
Namibia,NAM,2001,353.0,19.015272
Namibia,NAM,2002,346.0,18.321177
Namibia,NAM,2004,352.0,18.14989
Namibia,NAM,2008,354.0,17.36527
Namibia,NAM,2009,388.0,18.76282
Namibia,NAM,2010,314.0,14.957577
Namibia,NAM,2011,308.0,14.444222
Namibia,NAM,2012,388.0,17.901054
Namibia,NAM,2018,476.0,19.7865
Namibia,NAM,2019,319.0,13.038265
Namibia,NAM,2020,303.0,12.173084
Namibia,NAM,2021,315.0,12.449852
Nepal,NPL,1990,354.0,1.8046005
Nepal,NPL,1997,575.0,2.4731803
Nepal,NPL,1998,650.0,2.742231
Nepal,NPL,1999,630.0,2.609435
Nepal,NPL,2000,635.0,2.5855575
Nepal,NPL,2001,848.0,3.3979707
Nepal,NPL,2002,858.0,3.3869965
Nepal,NPL,2003,757.0,2.9474854
Nepal,NPL,2004,936.0,3.599451
Nepal,NPL,2005,878.0,3.3402941
Nepal,NPL,2006,610.0,2.30024
Nepal,NPL,2007,841.0,3.1482027
Nepal,NPL,2008,892.0,3.3182619
Nepal,NPL,2009,806.0,2.9822094
Nepal,NPL,2010,813.0,2.9932
Nepal,NPL,2011,679.0,2.4902444
Nepal,NPL,2012,642.0,2.3490074
Nepal,NPL,2013,606.0,2.2131686
Nepal,NPL,2014,558.0,2.0318909
Nepal,NPL,2015,558.0,2.020983
Nepal,NPL,2016,598.0,2.1463552
Nepal,NPL,2017,617.0,2.18923
Nepal,NPL,2018,630.0,2.2100058
Nepal,NPL,2019,659.0,2.2856154
Netherlands,NLD,1990,135.0,0.90333945
Netherlands,NLD,1991,177.0,1.1763468
Netherlands,NLD,1992,193.0,1.2738698
Netherlands,NLD,1993,192.0,1.2589267
Netherlands,NLD,1994,171.0,1.1140443
Netherlands,NLD,1995,193.0,1.2494603
Netherlands,NLD,1996,211.0,1.3579073
Netherlands,NLD,1997,208.0,1.3307823
Netherlands,NLD,1998,176.0,1.1194081
Netherlands,NLD,1999,203.0,1.2837956
Netherlands,NLD,2000,180.0,1.1321371
Netherlands,NLD,2001,202.0,1.2639507
Netherlands,NLD,2002,195.0,1.2144206
Netherlands,NLD,2003,202.0,1.2525128
Netherlands,NLD,2004,191.0,1.1793009
Netherlands,NLD,2005,174.0,1.0699902
Netherlands,NLD,2006,128.0,0.784041
Netherlands,NLD,2007,143.0,0.8724176
Netherlands,NLD,2008,150.0,0.9112575
Netherlands,NLD,2009,154.0,0.93128973
Netherlands,NLD,2010,144.0,0.8665763
Netherlands,NLD,2011,143.0,0.85621196
Netherlands,NLD,2012,145.0,0.86385113
Netherlands,NLD,2013,125.0,0.7410766
Netherlands,NLD,2014,123.0,0.725489
Netherlands,NLD,2015,104.0,0.610289
Netherlands,NLD,2016,94.0,0.548921
Netherlands,NLD,2017,132.0,0.76712084
Netherlands,NLD,2018,100.0,0.5785014
Netherlands,NLD,2019,109.0,0.62776226
Netherlands,NLD,2020,107.0,0.61372364
Netherlands,NLD,2021,114.0,0.65136546
New Caledonia,NCL,2006,8.0,3.2568715
New Caledonia,NCL,2007,12.0,4.8121843
New Caledonia,NCL,2008,11.0,4.346512
New Caledonia,NCL,2009,8.0,3.113125
New Zealand,NZL,1990,63.348064,1.8646106
New Zealand,NZL,1991,53.60221,1.539586
New Zealand,NZL,1992,66.59669,1.8852232
New Zealand,NZL,1993,41.41989,1.1590061
New Zealand,NZL,1994,56.85083,1.5700786
New Zealand,NZL,1995,39.0,1.0615443
New Zealand,NZL,1996,48.0,1.2873957
New Zealand,NZL,1997,60.0,1.5890453
New Zealand,NZL,1998,49.0,1.2860744
New Zealand,NZL,1999,45.0,1.173864
New Zealand,NZL,2000,52.0,1.3488045
New Zealand,NZL,2001,51.0,1.3111961
New Zealand,NZL,2002,60.0,1.5195322
New Zealand,NZL,2003,44.0,1.0945435
New Zealand,NZL,2004,45.0,1.1025605
New Zealand,NZL,2005,61.0,1.4760036
New Zealand,NZL,2006,49.0,1.1722549
New Zealand,NZL,2007,48.0,1.1370382
New Zealand,NZL,2008,51.0,1.1971161
New Zealand,NZL,2009,67.0,1.5570943
New Zealand,NZL,2010,43.0,0.9893385
New Zealand,NZL,2011,39.0,0.89015305
New Zealand,NZL,2012,41.0,0.92964524
New Zealand,NZL,2013,46.0,1.0335582
New Zealand,NZL,2014,43.0,0.95255077
New Zealand,NZL,2015,48.0,1.0456172
New Zealand,NZL,2016,50.0,1.0711039
New Zealand,NZL,2017,35.0,0.7374241
New Zealand,NZL,2018,75.0,1.5500588
New Zealand,NZL,2019,129.0,2.601313
Nicaragua,NIC,1990,672.0,15.894716
Nicaragua,NIC,1991,732.0,16.915901
Nicaragua,NIC,1992,826.0,18.657509
Nicaragua,NIC,1993,762.0,16.833498
Nicaragua,NIC,1994,725.0,15.674794
Nicaragua,NIC,1995,707.0,14.972694
Nicaragua,NIC,1996,662.0,13.756154
Nicaragua,NIC,1997,679.0,13.86857
Nicaragua,NIC,1998,639.0,12.845378
Nicaragua,NIC,1999,561.0,11.1091795
Nicaragua,NIC,2000,476.0,9.291027
Nicaragua,NIC,2001,537.0,10.341313
Nicaragua,NIC,2002,554.0,10.534311
Nicaragua,NIC,2003,635.0,11.929224
Nicaragua,NIC,2004,646.0,11.993562
Nicaragua,NIC,2005,729.0,13.3646755
Nicaragua,NIC,2006,722.0,13.056503
Nicaragua,NIC,2007,714.0,12.733052
Nicaragua,NIC,2008,736.0,12.9401045
Nicaragua,NIC,2009,802.0,13.897943
Nicaragua,NIC,2010,785.0,13.405664
Nicaragua,NIC,2011,738.0,12.418905
Nicaragua,NIC,2012,673.0,11.159739
Nicaragua,NIC,2013,594.0,9.706867
Nicaragua,NIC,2014,525.0,8.45591
Nicaragua,NIC,2015,524.0,8.319312
Nicaragua,NIC,2016,453.0,7.0900507
Nicaragua,NIC,2017,431.0,6.650689
Nicaragua,NIC,2018,682.0,10.376991
Nicaragua,NIC,2019,515.0,7.7281795
Nicaragua,NIC,2021,754.0,11.006432
Niger,NER,2011,831.0,4.8081617
Niger,NER,2012,788.0,4.3888946
Nigeria,NGA,2016,63400.0,33.604195
Nigeria,NGA,2019,44200.0,21.74079
North Macedonia,MKD,1998,48.0,2.384685
North Macedonia,MKD,1999,38.0,1.8776759
North Macedonia,MKD,2000,47.0,2.3062556
North Macedonia,MKD,2001,55.0,2.6785054
North Macedonia,MKD,2002,60.0,2.905939
North Macedonia,MKD,2003,70.0,3.3797772
North Macedonia,MKD,2004,49.0,2.360451
North Macedonia,MKD,2006,46.0,2.2103956
North Macedonia,MKD,2007,42.0,2.0158503
North Macedonia,MKD,2008,35.0,1.6776698
North Macedonia,MKD,2009,35.0,1.6748115
